	b170D	b170F	b170I	b4859D	b4859F	b4859I	b689D	b689F	b689I	b8808D	b8808F	b8808I	b8826D	b8826F	b8826I	b8827D	b8827F	b8827I	b9366D	b9366F	b9366I	b9377D	b9377F	b9377I	b9382D	b9382F	b9382I	b9393D	b9393F	b9393I	nb170D	nb170F	nb170I	nb4859D	nb4859F	nb4859I	nb689D	nb689F	nb689I	nb8808D	nb8808F	nb8808I	nb8826D	nb8826F	nb8826I	nb8827D	nb8827F	nb8827I	nb9366D	nb9366F	nb9366I	nb9377D	nb9377F	nb9377I	nb9382D	nb9382F	nb9382I	nb9393D	nb9393F	nb9393I
ASV_2135	1	0	3	3	7	0	0	0	0	0	1	0	0	4	7	0	0	2	5	0	0	0	0	0	0	1	1	0	6	0	3	24	0	12	0	0	9	0	11	12	1	3	12	1	2	17	0	0	5	1	0	11	3	0	4	6	0	14	8	3
ASV_1431	0	0	1	0	9	0	0	60	0	0	0	3	0	1	3	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	7	6	7	12	2	3	14	9	5	1	2	3	1	0	2	14	8	0	7	1	1	2	2	5	1	0	2	0	3
ASV_1748	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	1	6	0	6	1	24	0	11	0	0	41	0	10	0	0	0	8	42	19	3	1	3	1	1	0	3	4	0
ASV_1865	0	0	40	0	1	0	0	0	0	0	2	0	0	0	1	0	3	4	0	4	5	0	0	0	0	6	0	1	1	0	0	0	7	0	0	23	0	3	2	0	9	7	0	13	4	0	0	0	0	3	19	0	1	7	3	0	2	0	1	30
ASV_2352	0	0	3	0	2	0	0	0	0	8	9	30	0	17	67	2	8	9	2	15	1	0	4	0	1	3	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2533	3	0	0	0	1	0	0	0	0	0	3	0	0	7	0	0	0	0	0	3	9	0	1	0	0	4	0	0	0	1	4	9	0	8	3	3	4	1	3	5	7	5	1	0	0	2	11	58	4	8	3	1	12	5	4	0	0	6	3	0
ASV_1573	0	2	7	0	4	0	0	0	0	0	0	0	0	7	3	7	0	3	0	5	0	1	1	0	0	9	1	0	0	3	1	0	1	10	0	5	4	5	7	6	0	7	4	11	12	3	14	3	13	0	1	6	0	0	7	26	0	1	0	1
ASV_1623	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	20	0	6	0	3	2	6	2	9	5	2	7	1	0	2	1	0	62	13	6	15	7	0	1	3	0	7	0	0
ASV_1755	5	0	0	4	1	24	2	0	98	2	0	0	3	0	0	0	0	2	2	0	4	0	0	0	7	0	0	0	0	0	1	2	0	7	3	2	1	0	0	0	10	0	0	0	4	2	0	0	2	0	0	2	0	2	0	0	2	7	0	0
ASV_1801	2	0	2	0	2	10	0	0	2	0	0	0	0	1	0	1	0	11	0	55	5	0	19	0	1	27	26	0	13	7	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0
ASV_1867	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	3	2	6	7	0	14	0	0	2	0	0	9	9	13	9	0	6	15	5	1	11	6	2	7	1	1	22	8	0	25	3	3
ASV_1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	3	6	1	37	6	1	3	14	0	0	1	0	0	11	0	0	0	0	1	3	0	8	33	1	0	15	0	28	10
ASV_1957	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	22	0	0	0	1	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	12	71	69	0	0	0
ASV_2415	24	0	0	3	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	13	0	0	40	0	0	4	0	0	0	6	20	1	1	0	1	0	0	0	11	0	0	5	0	0	39	0	0	1	0	0	2	3	0	0	4	0	0	10
ASV_2733	2	0	3	3	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	1	0	0	0	0	4	0	0	3	1	0	5	12	0	6	7	0	13	5	5	8	9	3	5	13	10	10	5	0	7	1	3	10	0	2	4	9	5	8	8	6
ASV_1424	0	99	0	0	1	0	0	0	0	2	1	7	0	10	9	0	2	19	20	10	1	0	3	7	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1638	2	0	0	0	0	0	2	142	0	1	0	2	0	1	1	0	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	3	0	3	0	1	1	0	1	0	0	5	1	3	1	0	0	0	1	4	3	0	2	8	0
ASV_1660	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	1	0	0	0	0	1	0	0	0	3	0	1	0	1	0	1	3	22	3	0	0	1	0	0	0	0	0	0	19	115	17	0	2	0	0	0	0	0	0	0	2	2	0
ASV_1754	0	0	0	0	0	0	0	3	0	0	0	2	0	0	1	3	0	1	1	2	1	12	1	0	0	0	0	0	0	0	0	8	0	1	2	0	0	0	0	0	148	5	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	3	1	0
ASV_1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	12	20	0	0	40	1	0	0	1	5	4	0	21	2	0	0	0	0	2	10	0	5	21	0	0	15	0	11	15
ASV_2128	5	0	7	0	0	0	0	0	0	2	0	0	0	4	3	1	0	1	0	0	0	0	5	0	0	5	0	1	0	2	6	7	0	3	1	11	19	9	27	8	5	10	10	0	4	5	0	4	11	2	1	6	3	1	0	2	0	6	3	0
ASV_2222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	11	7	0	0	3	0	4	10	0	50	19	0	2	0	0	0	2	0	4	6	0	0	0	0	1	0
ASV_1787	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	13	6	0	2	0	0	1	0	0	1	0	0	2	0	68	15	1	4	0	0	2	9	3	11	0	3	14	4	5	1	0	3	2	1	0	3	0	2	11	1	0	5	2	0
ASV_1946	0	15	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	6	0	0	7	0	0	10	0	3	2	1	1	2	1	5	7	0	0	29	53	1	7	4	0	10	6	0	18	6	0
ASV_2596	0	1	0	3	23	0	13	0	54	0	0	14	0	0	7	1	2	0	7	7	10	10	4	0	0	4	16	12	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2663	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	1	27	0	0	0	0	0	0	0	1	2	9	5	0	5	0	0	12	0	6	3	0	2	14	48	7	8	0	13	2	1	0	2	0	7	6	0	9
ASV_2897	1	19	15	1	14	0	0	0	0	5	0	0	4	32	9	4	3	4	14	3	9	12	2	4	2	5	7	0	6	12	0	0	0	1	0	0	0	0	0	3	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2
ASV_3033	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1	0	3	0	0	1	1	0	0	1	4	0	0	5	60	0	8	3	0	5	0	2	8	3	0	3	0	8	4	0	0	7	0	5	8	2	16	1	17	1
ASV_1658	0	0	0	0	1	6	3	0	20	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	2	46	0	0	10	0	1	0	3	15	0	1	1	2	7	20	17	1	6	16	1	0	2	0	1	2	1	0	0
ASV_1708	0	1	3	0	0	18	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	3	1	2	1	1	23	1	1	1	2	7	6	3	2	3	0	3	3	2	5	2	20	9	2	32	2	11	8	2	2	7	0	3	0	0
ASV_1788	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	2	10	4	0	1	3	0	0	0	5	4	0	0	8	2	1	5	14	3	0	3	5	1	0	13	3	6	4	3	1	13	14	11	11	0	0	9	4	9	2	0	8	6	0	6
ASV_1919	1	0	33	0	2	0	3	0	0	0	4	0	1	17	33	0	13	8	0	0	0	2	2	30	0	6	16	0	0	12	0	0	0	0	0	0	4	0	1	0	2	0	0	0	0	0	0	1	1	2	0	1	0	2	0	0	0	1	0	0
ASV_1933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	11	0	0	7	0	0	0	0	0	5	0	140	0	0	0	1	0	0	26	0	0	0	0	0	4
ASV_2260	0	0	4	0	6	0	0	0	0	0	3	0	0	1	0	0	0	7	0	0	0	49	20	29	8	33	24	0	5	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2341	0	0	0	3	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	11	1	0	47	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1468	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	1	2	0	0	0	2	2	10	16	0	0	0	2	0	0	6	0	0	6	0	0	2	45	2	3	72	18	0	0	0
ASV_1941	0	0	3	6	5	15	1	0	0	1	12	0	1	3	1	0	0	2	1	5	1	1	5	23	2	8	10	0	1	0	0	0	9	0	5	6	3	0	1	1	0	4	1	0	7	1	0	1	1	8	23	5	0	1	3	3	0	0	3	4
ASV_2342	0	0	0	1	0	0	15	0	0	1	0	0	0	0	0	0	0	0	49	0	0	3	22	0	66	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0	25	0	0	0	0	2	0	0	0	2	0	2	0	0	0	3
ASV_2430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	4	7	0	39	5	0	2	1	0	1	26	0	4	9	0	0	0	0	8	14	0	5	12	0	2	7	0	0	5
ASV_2768	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	13	2	0	0	0	0	2	0	0	2	0	3	1	0	4	5	6	6	0	3	1	33	1	1	15	2	7	0	4	8	4	30	4	1	2	1	1	4	12	6	0	8	0	0
ASV_3006	3	52	26	1	2	0	0	0	0	1	0	0	0	12	3	1	5	11	0	3	0	0	6	0	0	15	0	0	3	0	1	1	1	1	0	0	4	7	0	0	0	0	2	0	2	0	0	0	10	0	0	4	12	0	0	0	0	4	4	0
ASV_1643	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	9	22	0	32	9	1	3	35	4	3	6	0	0	0	3	3	7	3	12	16	2	7	9	0	0	0	1	1	1
ASV_1649	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	1	0	0	1	0	0	0	4	0	8	6	0	0	0	6	7	2	2	7	5	0	0	0	1	2	0	9	30	2	1	3	1	4	37	37	1	9	1
ASV_1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	12	64	1	0	4	3	1	0	0	6	4	0	1	0	7	22	15	2	5	21	0	10	12
ASV_1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6	15	3	2	0	0	4	0	0	9	45	1	0	0	0	0	0	0	12	0	1	7	0	1	9	0	5	0	3	33	5	17	16
ASV_2825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	2	0	0	0	0	2	3	1	14	0	12	10	3	7	1	21	0	7	7	18	10	1	2	5	3	1	6	16	4	19	9	0	1	1	4
ASV_3080	0	0	0	0	0	0	0	6	0	0	6	10	0	0	0	0	0	19	0	2	0	0	65	0	0	0	0	2	0	0	0	9	0	0	0	6	0	1	0	0	4	3	2	5	10	0	0	0	0	9	1	0	2	2	0	29	0	0	0	3
ASV_2217	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	9	0	0	0	0	0	0	24	31	0	0	30	0	5	6	0	5	0	0	2	22	0	0	0	0	17	1	0	0	1	0	4	0	0	0	21
ASV_2346	3	4	5	0	0	0	6	0	0	0	3	0	0	1	5	0	0	3	1	1	0	0	0	0	3	2	3	7	0	0	7	0	0	11	85	1	6	4	4	3	2	0	4	1	2	1	0	0	4	2	0	0	0	0	5	1	0	5	0	0
ASV_2353	0	1	19	1	6	0	0	0	0	0	1	0	0	2	0	0	1	4	0	2	1	0	4	1	0	7	0	0	8	30	1	0	0	3	0	0	7	0	0	5	1	23	2	0	0	2	5	17	11	1	1	8	0	2	5	1	0	4	2	6
ASV_2539	1	26	0	7	0	0	1	0	0	3	0	0	1	4	3	6	0	0	3	1	0	0	1	0	0	3	1	0	0	0	0	11	1	9	0	1	3	3	3	6	0	11	1	0	0	3	6	0	11	2	1	7	1	8	5	10	18	3	9	1
ASV_1740	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	13	8	0	0	0	2	0	1	0	0	0	4	2	20	38	3	2	4	15	0	2	0	1	0	1	0	16	56	1
ASV_1980	2	2	0	0	0	0	0	0	0	4	0	0	1	0	3	0	0	0	0	3	2	0	0	0	0	0	1	0	0	1	3	5	1	7	0	1	4	4	8	4	17	0	20	0	1	4	0	0	44	19	3	10	0	2	7	2	1	7	1	0
ASV_2285	1	33	0	1	0	0	0	0	0	2	0	0	6	10	0	0	0	4	1	0	0	1	1	0	0	0	0	0	0	1	3	8	0	7	0	7	5	2	39	3	0	0	1	2	0	11	0	0	6	8	0	11	0	1	5	3	0	6	5	0
ASV_2594	0	16	5	0	1	0	0	0	0	0	0	0	0	0	3	1	0	2	0	1	0	0	1	0	0	0	1	0	0	1	12	14	0	8	11	11	8	2	5	9	0	2	5	2	0	5	2	1	5	0	0	5	1	1	28	8	0	9	3	5
ASV_2650	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	146	0	0	0	0	0	0	18	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	2	0	0	0	4	1	4	0	0	0	2	1	2	0	0
ASV_2762	3	20	12	0	2	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	40	0	5	0	0	0	2	2	10	6	27	0	0	6	3	0	12	1	1	2	0	0	2	0	1	10	3	1	4	7	0	1	0	0	5	0	2
ASV_2905	0	0	2	0	4	6	0	0	1	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	8	15	0	24	7	1	3	4	14	1	7	6	1	2	11	1	23	10	5	14	0	1	0	3	1	0	7	0	0
ASV_3074	0	5	0	0	19	0	2	4	0	0	1	0	6	0	7	0	0	3	0	7	8	3	3	30	1	22	6	0	3	7	0	0	0	3	0	0	3	1	8	0	0	4	1	0	0	1	1	12	5	0	0	2	0	0	1	1	1	9	4	0
ASV_1478	0	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	17	2	0	1	3	1	23	0	1	1	0	0	4	0	0	0	2	1	0	5	0	12	5	36	43	1	5	0
ASV_1642	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	0	0	0	2	0	0	2	2	2	0	0	7	0	30	5	2	1	0	3	2	2	1	25	9	15	32	4	2	2	2	0	0	2	4	0	9	0	6
ASV_1656	0	1	12	0	0	0	0	0	0	1	1	32	1	1	18	3	0	4	0	0	8	2	1	0	0	8	1	0	0	6	11	11	0	12	0	1	2	0	2	5	1	5	8	0	6	4	1	0	1	1	0	12	4	0	0	0	0	6	0	0
ASV_1934	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	1	0	0	1	0	2	6	0	0	1	35	0	1	8	2	1	6	0	0	27	12	0	3	20	1	1	0	0	28	6	8	3	1	1	3	9	0
ASV_2021	24	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	3	5	0	0	1	7	1	4	47	31	8	4	0	1	0	5	4	3	1	9	0	3	13	1	0	3	0	1
ASV_2029	0	0	0	67	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	17	2	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2296	0	0	0	1	0	0	2	0	0	15	0	0	0	0	0	0	0	0	0	0	0	36	0	0	92	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2409	2	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	7	7	2	0	1	30	0	3	10	1	0	6	0	6	4	4	2	5	10	16	4	6	2	11	4	4	6	3	0	12	5	0
ASV_2648	0	0	9	0	0	0	0	40	0	0	0	38	0	1	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	4
ASV_2990	4	0	1	12	3	0	12	0	0	11	0	0	1	0	3	2	0	5	3	0	0	3	1	0	4	3	0	0	1	0	2	5	5	9	0	9	0	1	2	1	0	1	2	14	2	6	6	0	7	6	5	23	0	0	4	1	0	7	5	1
ASV_1742	1	0	4	0	0	0	0	0	0	0	0	17	1	5	3	0	0	5	1	1	5	8	1	7	0	3	8	1	8	18	1	2	3	9	0	0	0	0	0	2	3	3	1	0	2	17	1	3	5	4	0	1	0	3	5	1	0	9	0	20
ASV_1807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	18	0	15	32	0	1	1	0	2	0	0	3	21	0	0	0	0	2	0	0	7	22	0	7	0	0	8	50
ASV_2201	0	1	0	0	1	0	0	128	0	0	3	1	0	0	0	0	2	2	0	0	3	0	0	0	0	10	0	0	0	0	1	0	12	12	0	0	0	0	0	2	0	2	0	0	7	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0
ASV_2259	3	14	0	1	2	0	2	0	0	5	0	1	5	0	0	1	0	10	2	0	0	2	9	0	1	8	3	0	0	0	2	1	0	5	0	0	8	0	2	1	0	2	1	7	0	10	18	44	7	0	1	2	0	0	0	1	0	9	1	1
ASV_2289	0	1	6	1	2	0	2	0	0	0	0	0	0	0	4	0	0	8	1	0	0	0	2	17	0	1	0	4	0	3	4	4	2	16	0	0	7	14	8	25	1	1	2	4	2	8	0	0	3	7	0	0	0	1	2	16	9	4	0	0
ASV_2454	0	0	0	0	0	9	0	4	0	0	1	0	0	0	0	0	2	0	0	1	6	0	1	0	0	0	0	0	0	0	5	4	4	6	3	1	2	5	6	2	1	2	1	17	1	7	5	4	0	12	3	3	6	7	3	1	7	12	34	4
ASV_2478	12	4	4	0	4	0	8	1	0	7	5	1	0	1	1	3	4	6	2	4	0	2	7	0	2	23	0	0	4	0	0	6	0	3	0	0	1	0	0	0	0	0	2	0	0	3	0	0	2	55	0	0	0	3	0	0	5	1	3	3
ASV_2484	0	0	1	0	130	0	0	11	0	0	0	0	0	15	0	0	27	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	53	0	7	1	0	12	0	0	1	12	0	9	0	0	0	0	0	6	21	0	0	19	0	0	32
ASV_1527	0	0	0	0	0	41	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	6	1	8	0	2	9	4	12	5	0	2	4	0	2	6	3	14	2	1	12	5	13	2	16	0	0	7	6	0
ASV_1625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	31	0	0	12	0	2	1	0	0	0	0	9	22	0	0	0	1	3	21	0	1	23	1	4	4	0	0	44
ASV_1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	50	0	0	3	0	0	2	0	0	26	0	0	0	0	0	0	0	3	11	0	0	6	0	0	31
ASV_1729	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	55	0	0	1	0	1	2	0	0	37	0	0	0	0	2	0	0	0	5	0	0	2	0	0	32
ASV_1743	1	15	5	0	1	0	0	1	0	0	2	0	0	0	0	0	5	2	0	0	0	0	0	0	0	2	0	0	3	0	4	9	19	6	28	4	4	5	1	2	1	2	6	0	2	4	13	3	0	1	1	7	7	3	6	11	0	4	0	1
ASV_1907	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	3	0	5	9	0	0	11	0	15	7	8	2	16	19	5	9	0	2	10	2	1	13	20	0	9	0	0	0	3	0	8	1	0
ASV_2491	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	3	0	1	3	0	1	0	0	1	0	1	0	0	30	3	2	2	0	11	5	1	3	1	14	14	18	11	9	8	0	8	6	0	0	12	0	1	8	3	0	4	0	3
ASV_2614	1	1	11	1	5	0	0	0	0	1	1	0	0	3	0	1	8	2	2	5	0	0	0	1	0	6	1	8	0	2	3	3	0	9	1	12	16	1	3	5	4	1	5	3	1	3	3	1	0	0	6	6	2	22	1	7	0	2	5	6
ASV_2670	3	5	4	1	11	0	1	0	0	2	0	0	1	1	3	2	0	1	0	2	1	3	0	0	0	0	4	0	4	2	5	6	25	0	0	1	3	7	0	6	2	0	4	2	1	6	0	0	12	0	0	7	3	0	4	2	0	10	33	1
ASV_2977	1	0	3	1	4	0	1	0	0	0	0	0	0	1	3	0	5	6	3	0	0	0	1	0	0	0	0	0	0	3	17	6	3	10	0	15	0	3	3	12	2	3	2	3	0	4	4	1	4	4	0	3	1	0	1	1	34	6	16	1
ASV_1410	0	2	3	1	2	0	1	0	0	1	0	0	0	1	7	3	1	0	0	0	0	0	0	0	0	5	4	0	3	6	1	6	2	5	0	0	0	1	7	3	1	1	9	0	4	3	11	66	8	1	0	3	2	2	1	3	0	4	4	2
ASV_1470	0	131	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	8	0	0	0	2	0	5	4	2	0	5	0	6	1	0	2	2	0	0	0	1	0	0	3	2	3	2	0	0	0	1	0	2	0	0
ASV_1617	20	64	12	3	0	0	0	0	0	2	3	0	1	6	8	9	0	1	3	0	2	6	17	1	2	8	1	0	1	2	3	0	0	0	0	7	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1
ASV_1672	1	11	0	0	0	0	0	0	0	2	0	0	1	0	0	9	0	8	0	4	6	0	0	0	0	2	0	0	7	1	2	1	3	6	21	0	0	0	0	4	7	2	0	0	4	4	0	0	11	0	0	6	0	0	0	0	63	3	1	0
ASV_1711	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	6	29	4	13	0	0	5	6	13	0	0	6	2	0	7	4	0	6	0	9	4	1	7	1	6	21	1	14	7	7
ASV_1806	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	3	2	0	3	3	1	0	0	0	1	62	0	4	3	0	0	0	1	0	5	0	0	15	0	0	4	2	54	1	19	0
ASV_1952	4	0	12	0	0	0	0	0	0	9	1	16	0	8	3	7	22	2	14	2	0	0	5	0	0	2	0	0	0	0	0	5	0	3	0	0	0	0	0	2	1	0	8	0	0	6	0	0	4	10	0	16	0	1	11	8	0	6	1	1
ASV_2118	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	2	0	0	0	0	9	0	1	1	0	0	0	0	37	0	0	11	38	0	0	0	0	16	1	0	0	4	0	26	0	0	1	6
ASV_2153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	0	0	32	0	6	13	0	2	4	0	0	11	0	0	2	0	3	17	0	0	10	0	0	5	0	1	51
ASV_2161	2	0	0	9	34	0	5	0	0	4	0	0	0	0	0	21	0	13	2	2	0	6	1	25	2	7	0	0	2	9	1	0	1	3	0	0	22	0	1	2	0	0	5	1	0	1	1	0	1	1	0	2	1	1	0	2	0	0	0	0
ASV_2264	0	0	1	0	2	0	2	0	0	0	0	0	0	4	3	1	0	10	0	1	2	0	0	0	0	1	1	0	0	3	6	2	2	7	0	1	3	4	3	0	1	9	9	5	0	10	10	9	2	5	0	13	9	4	15	9	15	4	0	2
ASV_2284	0	10	2	0	25	0	0	0	0	0	16	1	0	4	10	0	0	32	0	12	4	0	14	0	0	45	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0
ASV_2984	0	0	1	0	5	0	0	2	0	0	2	0	0	5	1	0	150	13	0	2	0	0	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1706	0	23	3	0	3	0	0	0	0	0	9	0	3	43	23	0	1	2	1	6	1	0	1	7	0	7	7	0	0	0	0	1	1	0	0	0	0	1	1	2	0	1	12	3	2	0	0	0	0	0	1	0	2	0	8	14	0	0	0	0
ASV_1825	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	12	0	8	2	0	0	6	0	6	84	0	0	0	2	11	9	0	3	15	0	0	1	0	0	15
ASV_1966	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	6	1	3	0	0	2	6	17	0	20	0	2	20	3	5	4	0	59	5	3	0	4	1	2	5	0	0	0	6	0
ASV_2269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	2	0	0	0	0	0	1	7	0	16	10	0	1	3	0	0	0	0	8	0	0	0	2	0	6	10	0	0	0
ASV_2327	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	28	0	0	34	0	2	1	0	11	2	0	1	16	0	1	7	0	0	0	2	0	13	1	3	0	0	0	41
ASV_2611	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	3	1	19	0	3	0	0	0	0	1	4	5	14	81	1	3	0	0	2	0	0	2	8	0	4	0	0	3	2	3	3	4	0	10	1	0	2	0	0
